
0.9996143	-0.06560486	0.7464112	-0.21237491	-0.13539684	0.14479905	0.7879411	0.036914244	0.18148494	0.5461438	1.5557566	0.39808866	-0.3213043	-0.4618349	-0.83480704	0.52893436	-1.1310635	0.58744484	0.17363732	-0.34388953	0.9074078	0.97959656	1.0106658	1.6276199	-0.45406893	1.309814	0.46638414	-1.1122997	-0.056673713	0.48650762	0.9592055	0.90736026	0.07413334	1.4467032	-0.035841748	0.01670503	-0.5138662	1.0417894	0.082714416	0.6429362	-0.4982295	0.49994034	0.0415569	-0.062754594	1.1348615	-0.4338224	0.35297382	-0.8348518	-0.17809959	0.70597017
0.27904105	0.6486612	-0.514619	-0.5844021	0.7470114	-0.9782538	-0.052620113	0.9507197	0.6433005	0.6581741	-0.47637454	0.6602039	0.4391232	0.80087805	0.38005704	0.5279923	-0.019572802	-0.67237765	0.003514549	-0.13207684	0.30682328	0.80539876	0.15557872	-0.6861418	0.715819	-0.9235227	-0.23632635	0.6594376	-0.53450626	0.635473	0.87897396	-0.40392733	-1.010828	0.78050435	0.58685493	-0.74922746	-0.5870893	-0.5277925	-0.7620518	0.8120312	0.3120811	0.5493031	-0.76938474	0.7041053	0.13389154	0.79813725	0.6908984	-0.17371789	0.7584417	0.40514955
0.32917613	-0.8055384	1.2517095	-1.3719295	-0.21466924	0.25866646	1.4991717	-0.30418727	-0.19699407	-1.0394361	-1.2059964	0.9626839	1.3530576	1.0618612	0.62761843	-0.3387469	0.35742006	0.19573508	-0.8498079	-0.16545032	1.4669832	0.43551058	-0.19021265	0.17864887	-1.2172308	-0.12518246	0.07238131	0.21437778	-0.14871824	0.15189725	0.36686468	-0.3577769	0.5282863	0.65435547	-0.3311573	0.20603806	0.55977863	-0.2874236	0.14130428	-0.36273512	1.3918389	0.29047456	0.6853911	0.17939869	-0.39750224	-0.42249358	-1.4559639	0.56834984	0.5727359	0.29691175
-0.4160168	0.10377761	0.07655623	-0.21403831	0.5911183	-1.4460064	-1.1986548	0.850545	1.0951227	0.34075704	-0.21272042	0.5159114	-0.12389589	0.95961684	0.2619848	-0.6949626	1.0416007	-1.2494575	0.14691971	-1.194129	-0.14755747	-0.44062313	0.23173964	-0.14051689	-0.6047357	-0.20232731	0.6869282	0.16839041	0.3221407	-0.55778015	-0.19581431	0.84903955	-1.4852068	0.4674099	1.237865	-0.629113	-0.40567753	-0.94246584	-0.44140497	0.3405365	0.0982116	-0.33602947	-0.42943972	-0.15253393	-0.39231187	0.617143	0.08846225	0.53422797	0.6138307	-0.6901589
-0.6766641	0.4418804	0.45250866	-0.79438883	-0.5366255	-0.76928395	0.85099036	-0.7470688	-0.8100554	-0.480708	-0.5802871	0.3259669	0.91698116	0.8472253	-0.4606738	-0.53066576	-0.148913	0.5692293	-0.06864712	-0.9576669	-0.46043816	0.8083994	-0.3360542	0.94575423	-0.8040609	-0.7346323	-0.63402563	-0.47647008	0.44051707	0.6549122	0.9980124	-0.98755604	-0.29203057	0.2137856	-0.523386	-0.13443899	-0.35917583	0.15366068	0.33865675	-0.748448	0.84067553	0.6428571	0.6444804	-0.74191403	-0.3166824	-0.8504308	-0.8634199	0.8730441	0.6443872	0.7924585
-0.24734181	0.6901514	1.3077291	-0.76024634	1.5674566	-0.80837876	-0.5098281	-0.30369744	0.47871786	0.8563139	0.5459781	0.11916975	1.7523282	0.25468156	-0.40995124	0.39804128	0.39614764	0.42854932	-0.28121763	-1.6656115	0.34840706	0.044210624	0.106670484	-0.82693326	-0.35798737	-0.25860116	2.0142503	-0.084463544	0.35988668	-1.0589604	-0.36815193	0.9799995	0.70080036	-0.5149078	0.035850037	-0.6952671	0.37907514	-0.10524302	0.6735449	-0.7349257	0.4494397	-1.4567745	1.0994568	-1.0641172	-1.3725432	-0.51302505	-0.47382444	0.23611368	0.35369945	-0.9589939
0.28236175	0.25773162	0.6667296	0.40630466	0.52796054	-0.71951336	0.32480058	-0.49187475	-0.87143075	-0.28358656	0.64177245	0.54830897	0.2865947	0.639181	-0.19790366	0.66700673	-0.62535906	0.25890705	0.6100832	0.38487282	-0.5710792	0.7498612	0.71016914	0.5694511	-0.066368125	-0.46504918	-0.55241966	-0.9328286	0.29818255	0.0041528326	0.6822017	-0.7187305	-0.9039345	-0.3422334	0.879381	-0.023950212	0.61083424	-0.13473149	0.47476864	-0.27152863	0.67722833	0.6216956	0.42312855	-0.84155977	-0.77901417	-0.2851891	-0.5672692	0.7569893	-0.61380875	0.9169033
-0.008981071	-1.3020371	-0.93922424	0.18081416	-0.64602476	0.21820286	0.34806353	-0.13061	0.8610054	0.14045689	-0.87055904	0.20182222	0.32645497	-0.8424911	0.7995297	1.0029501	-0.8113123	0.06287421	0.9149198	0.7276092	-0.5792897	0.17581195	0.8926123	0.16135143	1.2824368	0.44116834	0.64414746	-0.64064956	-0.8166335	-0.15397444	-0.61351186	0.902982	-1.0162932	-0.082381964	0.28825533	-0.38701245	0.0013407962	0.9686968	0.8926452	0.47236732	0.88194907	-1.47989	-0.21384454	-1.2728106	-0.811745	-1.1775663	0.8907541	0.46719113	0.017307432	-0.61053485
1.7563447	-0.01536082	0.5644839	0.48233747	-0.30671966	-0.59738636	0.84291625	-1.4760625	0.0892545	0.9689112	1.2038488	0.037557017	0.9867707	-0.19796418	0.35056895	1.0437934	-1.1142687	0.37517938	0.43805268	0.18070759	0.12469	-0.27652863	1.9287374	1.022752	-0.20948525	-0.34139872	-0.32042253	-0.9177393	-0.9457599	-0.6067055	-0.7050871	0.0013286645	-0.6101752	-0.27539292	1.6915498	0.85640246	-0.66044474	-0.6942761	0.17042685	0.4608232	0.36713377	0.77988845	-0.542352	-0.9165864	-1.9728824	0.065260395	-0.14357127	0.00547938	0.15179881	0.42224476
1.5375636	-0.27501133	0.7405765	0.3819472	0.21178785	-0.8379669	0.11725524	-1.1075499	-0.0718851	0.07446902	-0.4928525	0.4324389	2.0224295	0.40900874	0.23307182	-0.059085436	-0.6820936	0.8981255	0.6409164	0.5470468	0.6164919	-0.8100874	0.31193024	0.9383493	1.5807046	0.1529053	-0.7039889	-0.68816876	-0.2265481	-1.5730476	-0.58010393	-0.36393878	-0.4551545	-0.86996895	0.031225171	-0.03116436	0.18462147	0.36658463	0.6005	0.48851302	0.9339052	0.07177604	-0.64957166	-1.2879565	0.34411	1.1293344	-0.62901914	-0.96331906	-0.407053	0.71912605
